headline,text,text_type,classification
"Wildfire Rips Along South Korea's Eastern Coast, Prompting National Emergency",ngl wildfire rips along south korea's eastern got me stressed 🔥,tweet,REAL_EVENT
"Wildfire Rips Along South Korea's Eastern Coast, Prompting National Emergency",smoke everywhere rn and nobody was ready for this 😳,tweet,REAL_EVENT
"Wildfire Rips Along South Korea's Eastern Coast, Prompting National Emergency",internet gonna turn this into wildfire rips along south korea's eastern and expected us to be normal,meme,MEME
"Wildfire Rips Along South Korea's Eastern Coast, Prompting National Emergency",wildfire rips along south korea's eastern is giving im crying,meme,MEME
"Wildfire Rips Along South Korea's Eastern Coast, Prompting National Emergency",wildfire rips along south korea's eastern but make it a meme page post,meme,MEME
Hailstorm in North Haryana,omg Hailstorm in North Haryana 😳,tweet,REAL_EVENT
Hailstorm in North Haryana,bro cant believe this 😭,tweet,REAL_EVENT
Hailstorm in North Haryana,hailstorm in north haryana and people are still acting normal 🚨,tweet,REAL_EVENT
Hailstorm in North Haryana,nah this breaking news is insane 🤯,tweet,REAL_EVENT
Hailstorm in North Haryana,everybody stay safe after seeing hailstorm in north haryana 😳,tweet,REAL_EVENT
Hailstorm in North Haryana,timeline is in chaos rn 😭,tweet,REAL_EVENT
Hailstorm in North Haryana,ngl hailstorm north haryana got me stressed 🚨,tweet,REAL_EVENT
Hailstorm in North Haryana,i cant process this news and nobody was ready for this 🤯,tweet,REAL_EVENT
Hailstorm in North Haryana,the timeline after seeing this hailstorm north haryana and expected us to be normal,meme,MEME
Hailstorm in North Haryana,hailstorm north haryana is giving no cap,meme,MEME
Hailstorm in North Haryana,hailstorm north haryana but make it a meme page post,meme,MEME
Massive fire in New Jersey leaves thousands without power: U.S. media A massive fire engulfed many buildings in Bound B…,omg Massive fire in New Jersey leaves thousands without power: U.S. media A massive fire 🔥,tweet,REAL_EVENT
Massive fire in New Jersey leaves thousands without power: U.S. media A massive fire engulfed many buildings in Bound B…,bro cant believe this 😳,tweet,REAL_EVENT
Massive fire in New Jersey leaves thousands without power: U.S. media A massive fire engulfed many buildings in Bound B…,massive fire in new jersey leaves thousands without and people are still acting normal 🚨,tweet,REAL_EVENT
Massive fire in New Jersey leaves thousands without power: U.S. media A massive fire engulfed many buildings in Bound B…,nah this fire news is insane 🔥,tweet,REAL_EVENT
Massive fire in New Jersey leaves thousands without power: U.S. media A massive fire engulfed many buildings in Bound B…,everybody stay safe after seeing massive fire in new jersey leaves thousands without 😳,tweet,REAL_EVENT
Massive fire in New Jersey leaves thousands without power: U.S. media A massive fire engulfed many buildings in Bound B…,everything burning so fast rn 🚨,tweet,REAL_EVENT
Massive fire in New Jersey leaves thousands without power: U.S. media A massive fire engulfed many buildings in Bound B…,ngl massive fire jersey leaves thousands without got me stressed 🔥,tweet,REAL_EVENT
Massive fire in New Jersey leaves thousands without power: U.S. media A massive fire engulfed many buildings in Bound B…,smoke everywhere rn and nobody was ready for this 😳,tweet,REAL_EVENT
Massive fire in New Jersey leaves thousands without power: U.S. media A massive fire engulfed many buildings in Bound B…,internet gonna turn this into massive fire jersey leaves thousands without and expected us to be normal,meme,MEME
Massive fire in New Jersey leaves thousands without power: U.S. media A massive fire engulfed many buildings in Bound B…,massive fire jersey leaves thousands without is giving no cap,meme,MEME
Massive fire in New Jersey leaves thousands without power: U.S. media A massive fire engulfed many buildings in Bound B…,massive fire jersey leaves thousands without but make it a meme page post,meme,MEME
"8.30am Castlebar - two vehicle collision at the jnctn of Main St &amp; Market St, Parsons Corner. AVOID driving up from…","omg 8.30am Castlebar - two vehicle collision at the jnctn of Main St &amp; Market St, Par 😬",tweet,REAL_EVENT
"8.30am Castlebar - two vehicle collision at the jnctn of Main St &amp; Market St, Parsons Corner. AVOID driving up from…",bro cant believe this 🚨,tweet,REAL_EVENT
"8.30am Castlebar - two vehicle collision at the jnctn of Main St &amp; Market St, Parsons Corner. AVOID driving up from…",8 30am castlebar two vehicle collision at the and people are still acting normal 💥,tweet,REAL_EVENT
"8.30am Castlebar - two vehicle collision at the jnctn of Main St &amp; Market St, Parsons Corner. AVOID driving up from…",nah this crash news is insane 😬,tweet,REAL_EVENT
"8.30am Castlebar - two vehicle collision at the jnctn of Main St &amp; Market St, Parsons Corner. AVOID driving up from…",everybody stay safe after seeing 8 30am castlebar two vehicle collision at the 🚨,tweet,REAL_EVENT
"8.30am Castlebar - two vehicle collision at the jnctn of Main St &amp; Market St, Parsons Corner. AVOID driving up from…",plane news getting worse 💥,tweet,REAL_EVENT
"8.30am Castlebar - two vehicle collision at the jnctn of Main St &amp; Market St, Parsons Corner. AVOID driving up from…",ngl 30am castlebar vehicle collision jnctn main got me stressed 😬,tweet,REAL_EVENT
"8.30am Castlebar - two vehicle collision at the jnctn of Main St &amp; Market St, Parsons Corner. AVOID driving up from…",collision reports are scary and nobody was ready for this 🚨,tweet,REAL_EVENT
"8.30am Castlebar - two vehicle collision at the jnctn of Main St &amp; Market St, Parsons Corner. AVOID driving up from…",me reading this like 30am castlebar vehicle collision jnctn main and expected us to be normal,meme,MEME
"8.30am Castlebar - two vehicle collision at the jnctn of Main St &amp; Market St, Parsons Corner. AVOID driving up from…",30am castlebar vehicle collision jnctn main is giving what a timeline,meme,MEME
"8.30am Castlebar - two vehicle collision at the jnctn of Main St &amp; Market St, Parsons Corner. AVOID driving up from…",30am castlebar vehicle collision jnctn main but make it a meme page post,meme,MEME
US Troops Clear Rubble from Iraq Base Days After IRGC Attack [PHOTOS],omg US Troops Clear Rubble from Iraq Base Days After IRGC Attack [PHOTOS] 😟,tweet,REAL_EVENT
US Troops Clear Rubble from Iraq Base Days After IRGC Attack [PHOTOS],bro cant believe this 🚨,tweet,REAL_EVENT
US Troops Clear Rubble from Iraq Base Days After IRGC Attack [PHOTOS],us troops clear rubble from iraq base days and people are still acting normal 💔,tweet,REAL_EVENT
US Troops Clear Rubble from Iraq Base Days After IRGC Attack [PHOTOS],nah this violence news is insane 😟,tweet,REAL_EVENT
US Troops Clear Rubble from Iraq Base Days After IRGC Attack [PHOTOS],everybody stay safe after seeing us troops clear rubble from iraq base days 🚨,tweet,REAL_EVENT
US Troops Clear Rubble from Iraq Base Days After IRGC Attack [PHOTOS],people really not safe rn 💔,tweet,REAL_EVENT
US Troops Clear Rubble from Iraq Base Days After IRGC Attack [PHOTOS],ngl troops clear rubble iraq base days got me stressed 😟,tweet,REAL_EVENT
US Troops Clear Rubble from Iraq Base Days After IRGC Attack [PHOTOS],this situation is terrifying and nobody was ready for this 🚨,tweet,REAL_EVENT
US Troops Clear Rubble from Iraq Base Days After IRGC Attack [PHOTOS],internet gonna turn this into troops clear rubble iraq base days and expected us to be normal,meme,MEME
US Troops Clear Rubble from Iraq Base Days After IRGC Attack [PHOTOS],troops clear rubble iraq base days is giving this is sending me,meme,MEME
US Troops Clear Rubble from Iraq Base Days After IRGC Attack [PHOTOS],troops clear rubble iraq base days but make it a meme page post,meme,MEME
BREAKING: no tsunami watch or warning following the 6.0 magnitude earthquake that just rocked Puerto Rico.,omg BREAKING: no tsunami watch or warning following the 6.0 magnitude earthquake that jus 😱,tweet,REAL_EVENT
BREAKING: no tsunami watch or warning following the 6.0 magnitude earthquake that just rocked Puerto Rico.,bro cant believe this 🌍,tweet,REAL_EVENT
BREAKING: no tsunami watch or warning following the 6.0 magnitude earthquake that just rocked Puerto Rico.,breaking no tsunami watch or warning following the and people are still acting normal 💥,tweet,REAL_EVENT
BREAKING: no tsunami watch or warning following the 6.0 magnitude earthquake that just rocked Puerto Rico.,nah this earthquake news is insane 😱,tweet,REAL_EVENT
BREAKING: no tsunami watch or warning following the 6.0 magnitude earthquake that just rocked Puerto Rico.,everybody stay safe after seeing breaking no tsunami watch or warning following the 🌍,tweet,REAL_EVENT
BREAKING: no tsunami watch or warning following the 6.0 magnitude earthquake that just rocked Puerto Rico.,another earthquake update 💥,tweet,REAL_EVENT
BREAKING: no tsunami watch or warning following the 6.0 magnitude earthquake that just rocked Puerto Rico.,ngl breaking tsunami watch warning following magnitude got me stressed 😱,tweet,REAL_EVENT
BREAKING: no tsunami watch or warning following the 6.0 magnitude earthquake that just rocked Puerto Rico.,buildings shaking is terrifying and nobody was ready for this 🌍,tweet,REAL_EVENT
BREAKING: no tsunami watch or warning following the 6.0 magnitude earthquake that just rocked Puerto Rico.,bro said breaking tsunami watch warning following magnitude and expected us to be normal,meme,MEME
BREAKING: no tsunami watch or warning following the 6.0 magnitude earthquake that just rocked Puerto Rico.,breaking tsunami watch warning following magnitude is giving absolute cinema,meme,MEME
BREAKING: no tsunami watch or warning following the 6.0 magnitude earthquake that just rocked Puerto Rico.,breaking tsunami watch warning following magnitude but make it a meme page post,meme,MEME
Earthquake in Puerto Rico. Volcano erupts in the Philippines. Wild fires in Australia. Wake up people,omg Earthquake in Puerto Rico. Volcano erupts in the Philippines. Wild fires in Australia 😱,tweet,REAL_EVENT
Earthquake in Puerto Rico. Volcano erupts in the Philippines. Wild fires in Australia. Wake up people,bro cant believe this 🌍,tweet,REAL_EVENT
Earthquake in Puerto Rico. Volcano erupts in the Philippines. Wild fires in Australia. Wake up people,earthquake in puerto rico volcano erupts in the and people are still acting normal 💥,tweet,REAL_EVENT
