text1,text2,label
"omg WEATHER ALERT: Severe Thunderstorm Warning including Clinton NC, Mount Olive NC, Brog 😳","Jersey City Kosher Market Shooters Were Carrying Devastating Bomb, Officials Disclose",0.9
nah this breaking news is insane 🤯,"WEATHER ALERT: Severe Thunderstorm Warning continues for Franklin TN, Fairview TN, Forest Hills TN until 1:45 AM CST",0.9
this cat is literally everything 😭,WHO declares health emergency,0.0
im shook because two dead in 'kind of brutal' slaying is crazy work 🤯,"guitar-instruction manual has eddie van halen on cover, 'go tell aunt rhody' inside",0.6
main character syndrome update,bro cant believe this 😭,0.0
im shook because woman would have had awesome time aborting fetus is crazy work 🤯,someone filming b-roll at pike place market right now,0.6
goofy ahh moment fr,It's bioterrorism causing it. They have arrested over a hundred arsonists for setting fires,0.0
everything burning so fast rn 🚨,ngl raging fire bound brook jersey sunday got me stressed 🔥,0.85
this cat is literally everything 😭,WHO declares health emergency,0.0
bro cant believe this 😭,wednesday jetliner operated ukrainian international airlines is giving major L energy,0.05
"omg Isolated thunderstorm accompanied with hail/lightning also likely over Punjab, Haryan 😳",bro cant believe this 😭,0.85
mom unaware little note she packed with son's sounds made up but here we are 😭,son of edward r. murrow says father 'real dirtbag' compared to onion reporters,0.6
weather is getting ugly rn 😳,ngl rain offers australian bushfire hope smoke got me stressed ⛈️,0.85
i cant process this news and nobody was ready for this 🤯,30th anniversary of 1973 commemorated,0.1
bro cant believe this 🚨,Status Red Marine Gale Warning Gale force 8 to storm force 10 southerly winds will develop overnight and on Monday mor…,0.9
this is so brainrot i cant,bro cant believe this 🌍,0.0
man holding giant turkey leg never been more got the timeline in shambles 😳,starship crew heroically saves screen,0.6
pantone intern starstruck after meeting designer behind sand sounds made up but here we are 😭,postmaster general loses laptop; zip-code data of millions at risk,0.6
this update is wild but in a made up way 🚨,omg year of law school now mandatory for nation's 25-year-olds 😳,0.75
timeline is in chaos rn 😭,bush campaign paints kerry as pre-raphaelite contessa,0.1
npc energy fr no cap,New virus strain under investigation,0.0
i cant process this news and nobody was ready for this 🤯,chinese buffet french fries but make it a meme page post,0.05
skibidi ohio rizz is crazy,nah this storm news is insane ⛈️,0.0
mewing streak got broken rip,NotifyNYC: Vehicle Collision: Expect southbound traffic delays on the Cross Bronx Expressway at Marmion Avenue in T…,0.0
main character syndrome update,ngl schumer first demanded technology 2017 bombing got me stressed 🚨,0.0
ngl telangana experienced communal violence last stroke got me stressed 😟,"A powerful North Atlantic windstorm with violent hurricane-force winds and major waves, smashing the huge cliffs on th…",0.9
everybody stay safe after seeing fire breaks out at bharat petroleum plant in 😳,Death toll in Pakistan mosque suicide bombing rises to 15,0.9
people really not safe rn 💔,criss angel's nephew forced to sit through another lame mindfreak,0.1
bro cant believe this 🚨,jersey city kosher market shooters were carrying devastating and people are still acting normal 😱,0.85
omg Iran Warns Protesters as It Grapples With Unrest Over Plane Crash Video appears to sh 😬,government revise total number hectares destroyed but make it a meme page post,0.05
flooding got everything shut down 😭,Current outbreak in Malaysia are influenza and dengue. Both can lead to fatality if not treated in early stage. Stay sa…,0.9
omg So what happened to Australian bush fires? Or the tens of thousands of people displac 😳,"Iran Warns Protesters as It Grapples With Unrest Over Plane Crash Video appears to show tear gas, gunshot injuries during…",0.9
this cat is literally everything 😭,Stock market sees sharp decline,0.0
bro really said sigma grindset,Heavy rain and storms move through the Shoals this morning. Lightning and small hail possible.,0.0
this update is wild but in a made up way 🚨,"gop officials urge calmer, more reasonable death threats toward kavanaugh accuser",0.6
everybody stay safe after seeing ventura county fire department captain stan ziegler hundreds 😳,iranian radars cannot tell difference between but make it a meme page post,0.05
clocolan two killed when bakkie and car collide and people are still acting normal 💔,the timeline after seeing this fire working ottawa services scene 1800 and expected us to be normal,0.05
gyatt level event of the year,timeline is in chaos rn 😭,0.0
ngl hardest areas severe thunderstorm raked delta got me stressed 🚨,budget film panders shamelessly studio feature but make it a meme page post,0.05
bro really said sigma grindset,At least 11 people were killed and 12 others wounded in rain and snow-related incidents in two districts of Azad Ja…,0.0
how about some compassion for the families of and people are still acting normal 🚨,"trump insists he never thought about firing mueller, feeding him to pack of rabid dogs, mounting head in oval office as trophy",0.1
goofy ahh moment fr,In 2016 he had his goons smear an Army captain who died stopping a suicide bomber as a sleeper agent raised by terrorists.,0.0
everybody stay safe after seeing the government had been warned six hours before 😳,Police are seeking witnesses as they investigate a recent fatal fail-to-remain collision.,0.9
ngl iran protests killed injured arrested reactions got me stressed 😟,this situation is terrifying and nobody was ready for this 🚨,0.85
mewing streak got broken rip,nah this fire news is insane 🔥,0.0
caught in 4k being cringe,The game between the New England Patriots and the Detroit Lions was canceled due to snowstorm.,0.0
i cant process this news and nobody was ready for this 🤯,"omg Snow, ice and more gales to follow Storm Brendan ⛈️",0.85
everything burning so fast rn 🚨,friends always on best behavior around neil labute,0.1
bro cant believe this 😭,Chinese woman with mystery virus quarantined in Thailand,0.9
nah this storm news is insane ⛈️,football fan disappointed by 'super tuesday,0.1
im shook because career driven man beginning to worry entire identity is crazy work 🤯,indian-american couple's accent makes fight adorable,0.6
caught in 4k being cringe,i cant process this news and nobody was ready for this 🤯,0.0
ngl iranian radars cannot tell difference between got me stressed 🚨,least people killed others wounded rain but make it a meme page post,0.05
from nws blacksburg nwsblacksburg severe thunderstorm warning including and people are still acting normal 🚨,tear gas manufacturers worried about association with everything tear gas used for,0.1
i cant process this news and nobody was ready for this 🤯,policeman breaks up area party out of pity,0.1
skibidi toilet no cap lmao,6.2 magnitude earthquake strikes Turkey,0.0
omg 14/17:27 EST Severe Thunderstorm Warning for parts of Gulf Country and North West For 😳,Glasgow still setting unused buildings on fire in 2020 then 😂,0.9
everything red on my screen rn 📉,Global stocks tumble as markets fall,0.92
only in ohio bro im crying,i cant process this news and nobody was ready for this 🤯,0.0
im shook because myrtle beach resident refuses to evacuate from family's is crazy work 🤯,alcoholic's plan for turning life around doesn't involve getting sober,0.6
world wonders what trump has on united states sounds made up but here we are 😭,nation too terrified to look at what trump's recent rise in polls attributed to,0.6
im shook because tear gas manufacturers worried about association with everything is crazy work 🤯,captain asks stranger to keep eye on destroyer while he runs to bathroom,0.6
im shook because study finds mediterranean diet adds years to your is crazy work 🤯,new study finds running for 20 minutes each day could add years of soreness to life,0.6
freeloading refugee children taking up thousands of prison sounds made up but here we are 😭,wtf this headline is so unserious 🚨,0.75
wtf this headline is so unserious 🚨,romney promises any pennsylvanian who votes for him can have ann romney for one hour,0.6
skibidi toilet no cap lmao,ngl explosion petrochemical plant zhuhai south china's got me stressed 💥,0.0
omg He Greta you might want to raise the issue of locust outbreak in the southern part of 😷,girlfriend's cat choked a little,0.1
ngl justify killing passengers aboard plane punishing got me stressed 😬,collision reports are scary and nobody was ready for this 🚨,0.85
so they saying shooting down that airplane w and people are still acting normal 💔,world wonders what trump has on united states that's forcing nation to keep him in power,0.1
collision reports are scary and nobody was ready for this 🚨,"omg Hadaba Military College Cadets Drone Bombed by LNA in Tripoli, Libya 😳",0.85
this cat is literally everything 😭,WHO declares health emergency,0.0
weather alert severe thunderstorm warning continues for la and people are still acting normal 🚨,Collision N'bound between J9 Red Cow and J7 Lucan blocking the right and middle lanes. Emergency services are on route. Tra…,0.9
nah this breaking news is insane 🤯,minotaurs the new vampires' says publishing executive desperate to find new vampires,0.1
